编号	名称	原文	译文	初翻人员	校对	润色	备注
UI-55	SI_SPLASH_SCREEN_COPYRIGHT	© 2016 ZeniMax Media Inc. The Elder Scrolls® Online: Tamriel Unlimited™ developed by ZeniMax Online Studios LLC, a ZeniMax Media company. ZeniMax, The Elder Scrolls, ESO, ESO Plus, Tamriel Unlimited, Bethesda, Bethesda Softworks and related logos are registered trademarks or trademarks of ZeniMax Media Inc. in the US and/or other countries. Uses Havok™: ©Copyright 1999-2010. Havok.com, Inc. (and its Licensors), All Rights Reserved. See www.havok.com for details. Uses Bink Video. Copyright ©1997-2016 by RAD Game Tools, Inc. All Rights Reserved. Uses Granny Animation. Copyright ©1999-2015 by RAD Game Tools, Inc. All Rights Reserved. Powered by Lingoona® Grammar Engine© Lingoona GmbH 2009-2016. Acapela Text-To-Speech from Acapela Group. All Rights Reserved.			
UI-56	SI_WINDOW_TITLE_FRIENDS_LIST	Friends			
UI-57	SI_ERROR_DIALOG_HELP	Help			
UI-58	SI_LOOTITEMRESULT8	You are unable to loot <<1>> because it is unique and you already have one.			
UI-59	SI_ITEMLAUNDERRESULT2	Invalid request.			
UI-60	SI_SOCIAL_OPTIONS_EMOTE_COLOR_TOOLTIP	Adjusts the color of emote messages.			
UI-61	SI_LEAVECAMPAIGNQUEUERESPONSETYPE4	Unable to leave queue: invalid campaign.			
UI-62	SI_LOOT_TAKE_ALL	Take All	拾取全部	cttuiv	
UI-63	SI_RAID_LEADERBOARDS_REOPENS_IN_TIMER	Reopens In: |cffffff<<1>>|r			
UI-64	SI_DIALOG_BUTTON_IGNORE_FRIEND	Ignore			
UI-65	SI_MAIL_DELETE	Delete			
UI-66	SI_CHATCHANNELCATEGORYHEADERS1	Channels			
UI-67	SI_UNEXPECTED_ERROR	An unexpected internal error has occurred. Please contact customer service at <<1>>			
UI-68	SI_FREE_TRIAL_PURCHASE_DIALOG_BODY	This link will open the <<1>> page for |c76BCC3The Elder Scrolls Online: Tamriel Unlimited|r.\n\nPurchase the game to continue your adventure right where you left off!			
UI-69	SI_CHANNEL_SWITCH_OFFICER_2	/officer2 /o2			
UI-70	SI_DUNGEON_DIFFICULTY_HELP_TOOLTIP	This setting is used in determining the difficulty of group dungeons. When joining a group, only the group leader's setting will be used.			
UI-71	SI_GAMEPAD_WORLD_MAP_INTERACT_SET_ACTIVE_QUEST	Set Active Quest			
UI-72	SI_ACHIEVEMENTS_DYE	Dye: 	染料	cttuiv	
UI-73	SI_STR_TIME_LESS_THAN_MINUTE	< 1 min			
UI-74	SI_ZONESCORETYPE3	Capture Point			
UI-75	SI_CAMPAIGN_LEADERBOARDS_CURRENT_POINTS	Current Earned AP: |cffffff<<1>>|r			
UI-76	SI_BINDING_NAME_GAMEPAD_TOGGLE_FIRST_PERSON	Toggle Camera			
UI-77	SI_KEYCODENUMPAD5	NumPad 5			
UI-78	SI_INTERFACE_OPTIONS_HEALTHBARS_HIGHLIGHT_FRIENDLY_PLAYER	Friendly Players (Highlight)			
UI-79	SI_ITEMTYPE44	Style Material			
UI-80	SI_SMITHING_HEADER_MATERIAL	Material			
UI-81	SI_GLOBALERRORCODE332	Error <<1>>\nCharacter is still in game. Please try again. Should the problem persist, contact Customer Support: https://help.elderscrollsonline.com/.			
UI-82	SI_GAMEPAD_CAMPAIGN_BROWSER_CHOOSE_HOME_CAMPAIGN_COST	This change will cost:\n<<1>>			
UI-83	SI_CANNOT_FISH_WHILE_SWIMMING	You cannot fish while swimming.			
UI-84	SI_TUTORIAL_BODY_FORMAT	<<X:1>>			
UI-85	SI_DIALOG_CREATE	Create	新建	cttuiv	
UI-86	SI_CHARACTERSLIDERSUBCATEGORY4	Face Type			
UI-87	SI_BANK_GOLD_AMOUNT_BANKED	Banked: |cffffff<<X:1>>|r			
UI-88	SI_ADDON_MANAGER_ENABLED	Enabled			
UI-89	SI_PLAYER_TO_PLAYER_ADD_FRIEND	Add as Friend			
UI-90	SI_SLASH_JUMP_TO_FRIEND	/jumptofriend			
UI-91	SI_CUSTOMERSERVICESUBMITFEEDBACKSUBCATEGORIES604	Currency			
UI-92	SI_STAT_GAMEPAD_CHARACTER_SHEET_DESCRIPTION	Description			
UI-93	SI_BUFFS_OPTIONS_DEBUFFS_ENABLED_FOR_TARGET_TOOLTIP	Shows debuff effects on your target.			
UI-94	SI_GAME_STARTUP_PLAY	Play	开始	cttuiv	
UI-95	SI_LOGINAUTHERROR14000	Could not connect to The PlayStation™Network. Please try again later or contact customer service at <<1>>.			
UI-96	SI_GAMEPAD_HELP_TICKET_SUBMITTED	Ticket Submitted			
UI-97	SI_SMITHING_TAB_IMPROVEMENT	Improvement			
UI-98	SI_STEALTH_HIDDEN	Hidden			
UI-99	SI_CHAMPION_TOOLTIP_VALUE_FORMAT	|cffffff<<1>>|r%			
UI-100	SI_SOCIALACTIONRESULT72	You don't have enough money to buy a tabard.			
UI-101	SI_COLLECTIBLECATEGORYTYPE5	Memento			
UI-102	SI_ALLIANCE3	Daggerfall Covenant			
UI-103	SI_ITEM_FORMAT_STR_SET_NAME	Part of the <<1>> set (<<2>>/<<3>> items)			
UI-104	SI_OPTIONS_PLAYER_HEALTH_BAR_GAMEPAD	Your Health Bar			
UI-105	SI_GAMEPAD_CONTACTS_NOTE_SAVED	Note Saved			
UI-106	SI_CUSTOMERSERVICESUBMITFEEDBACKSUBCATEGORIES202	Achievements			
UI-107	SI_ABILITY_TOOLTIP_PASSIVE	Passive			
UI-108	SI_GAMEPAD_BANK_DEPOSIT_GOLD_ENTRY_NAME	Deposit Gold			
UI-109	SI_STOREFAILURE15	You need more Tel Var Stones to buy that.			
UI-110	SI_GLOBALERRORCODE307	Error <<1>>\nBooted from server.			
UI-111	SI_ITEMTRAITTYPE24	Ornate			
UI-112	SI_GLOBALERRORCODE333	Error <<1>>\nCharacter currently unavailable.			
UI-113	SI_ENCHANTING_UNKNOWN_RUNE	Unknown Runestone			
UI-114	SI_SIEGE_BAR_NAME	<<1>>			
UI-115	SI_CUSTOMER_SERVICE_DESCRIPTION	Description			
UI-116	SI_INTERFACE_OPTIONS_NAMEPLATES_SHOW_PLAYER_GUILDS	Show Guild (Equipped Tabard)			
UI-117	SI_QUEUERESPONSE13	You've been removed from the queue for <<1>> because your level is too high.			
UI-118	SI_SOCIALACTIONRESULT4	This account is already ignored.			
UI-119	SI_KEYBOARD_ACCOUNTSETUP_PLEASE_WAIT_DIALOG_HEADER	Loading			
UI-120	SI_EQUIPTYPE6	Two-Handed	双手	cttuiv	
UI-121	SI_DAMAGETYPE7	Earth			
UI-122	SI_CUSTOMERSERVICEASKFORHELPREPORTPLAYERSUBCATEGORY1	Inappropriate Name			
UI-123	SI_CONVERSATION_OPTION_SPEECHCRAFT_INTIMIDATE	Intimidate			
UI-124	SI_CHAT_SHUTDOWN_RESCHEDULE	The server shutdown has been rescheduled. The server will shutdown in <<1>>.			
UI-125	SI_CREATE_CHARACTER_CLASS_SELECTOR_TOOLTIP	<<1>>			
UI-126	SI_SIEGE_TOOLTIP_PERCENTAGE_VALUE	 +<<1>>%			
UI-127	SI_INTERFACE_OPTIONS_HIDE_MOUNT_INVENTORY_UPGRADE_TOOLTIP	Determines if this character's mount will appear as though not upgraded in capacity to everybody, even though the capacity upgrade is still applied.			
UI-128	SI_ACCOUNTCREATELINKERROR12101	That account has been deactivated. Please contact customer service at <<1>> or link to a different account.	帐户已禁用，请联系客服或换号。	cttuiv	
UI-129	SI_ERROR_NEED_PERSUADE	You need the Persuasion Perk before you can choose this option			
UI-130	SI_DERIVEDSTATS24	Critical Resistance			
UI-131	SI_CHARACTER_SELECT_ALLIANCE	<<1>>			
UI-132	SI_ITEMTYPE34	Collectible			
UI-133	SI_BINDING_NAME_SPECIAL_MOVE_BLOCK	Block			
UI-134	SI_GAMEPAD_NO_STOLEN_ITEMS_SELL	No stolen items to sell.			
UI-135	SI_ITEM_FORMAT_STR_SET_PROPERTY_BONUS_INACTIVE	(<<1[1 item/$d items]>>) Adds <<2>> <<3>>			
UI-136	SI_GAMEPADITEMCATEGORY4	Blacksmith	铁匠	cttuiv	
UI-137	SI_GUILDHISTORYALLIANCEWARSUBCATEGORIES1	Ownership	拥有	cttuiv	
UI-138	SI_GUILDRANKS255	Guildmaster			
UI-139	SI_GAMEPAD_TRADE_ADD	Add			
UI-140	SI_GAMEPAD_OPTIONS_CAMERA_FIRST_PERSON_BOB	First Person Head Bob			
UI-141	SI_DEATH_RECAP_TELVAR_STONE_LOSS_VALUE	-<<1>>			
UI-142	SI_GUILD_DESCRIPTION_DEFAULT_TEXT	Enter information about the guild that you would like your guild members to see.			
UI-143	SI_GAMEPADWEAPONCATEGORY2	Two-Handed Melee			
UI-144	SI_CHANNEL_SWITCH_ZONE	/zone /z			
UI-145	SI_ITEM_FORMAT_STR_TEXT1_TEXT2_UNIQUE_EQUIPPED	<<1>> (<<2>>) (Unique-Equipped)			
UI-146	SI_PROMPT_TITLE_GUILD_REMOVE_MEMBER	Remove from Guild			
UI-147	SI_ITEMTYPE19	Soul Gem			
UI-148	SI_WEAPONTYPE1	Axe			
UI-149	SI_EVENT_INVITE_NAMED	<<1>> is starting the <<2>> event. You have <<3>> to decide. Would you like to join?			
UI-150	SI_GAMEPAD_CONSOLE_WAIT_FOR_NAME_VALIDATION_TEXT	Please wait...			
UI-151	SI_CHARACTERAPPEARANCENAME8	Eyebrows			
UI-152	SI_CUSTOMERSERVICESUBMITFEEDBACKSUBCATEGORIES509	Trade / Auction			
UI-153	SI_CUSTOMERSERVICESUBMITFEEDBACKSUBCATEGORIES510	Vendors			
UI-154	SI_ENCHANTMENT_BOOSTER_DESCRIPTION	Increases Quality from <<1>> to <<2>>			
UI-155	SI_GAMEPAD_CONFIRM_MAIL_GOLD	You will be sending |cffffff<<1>>|r|t32:32:EsoUI/Art/currency/gamepad/gp_gold.dds|t to |cffffff<<2>>|r. Is this correct?			
UI-156	SI_CAMPAIGN_BROWSER_QUEUE_PENDING_LEAVE	Leaving queue...			
UI-157	SI_DIALOG_BUTTON_REPORT_MAIL_SPAM	Report Mail Spam			
UI-158	SI_NEW_STYLE_LEARNED	Learned the <<1>> crafting style.			
UI-159	SI_CHARACTER_SELECT_RACE	<<1>>			
UI-160	SI_GAMEPAD_ENCHANTING_TRANSLATION_KNOWN	<<1>> (<<2>>)			
UI-161	SI_INTERACT_OPTION_COST	<<1>> [<<2>> <<X:3>>]			
UI-162	SI_SMITHING_HAVE_KNOWLEDGE	Have knowledge			
UI-163	SI_GAMEPADITEMCATEGORY26	Material	材料	cttuiv	
UI-164	SI_DLC_BOOK_ACTION_OPEN_CROWN_STORE	Unlock Permanently			
UI-165	SI_GRAPHICSPRESETS6	XB1	XB1	cttuiv	
UI-166	SI_COMBATMECHANICTYPE1	Werewolf			
UI-167	SI_DEATH_PROMPT_IN_ENCOUNTER	Waiting for the battle to end...			
UI-168	SI_GRAPHICS_OPTIONS_VIDEO_MAXIMUM_PARTICLE_SYSTEMS	Maximum Particle Systems	最大粒子系统数	cttuiv	
UI-169	SI_RAIDLIFEVISIBILITYCHOICE0	Don't Show			
UI-170	SI_ERROR_AUGMENTATION_REQUIRED_ARMOR_TYPE	This enchantment requires a different item armor type.			
UI-171	SI_CHAT_CONFIG_SHOW_TIMESTAMP	Show Timestamps			
UI-172	SI_SKILLS_TREE_NAME_FORMAT	<<1>>			
UI-173	SI_BINDING_NAME_TOGGLE_GROUP	Group			
UI-174	SI_ITEM_FORMAT_STR_CREATOR	Created by: |cffffff<<1>>|r			
UI-175	SI_INTERFACE_OPTIONS_COMPASS_ACTIVE_QUESTS_TOOLTIP	Controls the display of active quests on the compass.			
UI-176	SI_LFG_LOCK_REASON_NOT_LEADER	Only the group leader can join the queue.			
UI-177	SI_DAMAGETYPE1	Generic			
UI-178	SI_KEYCODEGAMEPAD_BOTH_LEFT_SHOULDER_BUTTON_1	LB + Button 1			
UI-179	SI_DYEING_SHOW_LOCKED	Show Locked			
UI-180	SI_DYEING_EXIT_WITH_CHANGES_CONFIRM_TITLE	Dye Items			
UI-181	SI_AVA_OBJECTIVE_CAPTURE_FLAG_TOOLTIP	<<1>> Flag			
UI-182	SI_REPAIR_KIT_CONFIRM	Repair			
UI-183	SI_MAPTRANSITLINEALLIANCE2	My Alliance	我的联盟	cttuiv	
UI-184	SI_GAMECAMERAACTIONTYPE17	Reel In			
UI-185	SI_TRADESKILLRESULT12	You already have that unique item.			
UI-186	SI_ZONE_NAME	<<1>>			
UI-187	SI_GAMEPAD_CAMPAIGN_BONUSES_HOME_KEEPS_HEADER_INFO	<<1>>/<<2>>			
UI-188	SI_WINDOW_TITLE_GRAPHICS_OPTIONS	Graphics Options			
UI-189	SI_GAMEPAD_INVENTORY_CRAFT_BAG_HEADER	Craft Bag			
UI-190	SI_LFG_JUMP_TO_DUNGEON_HIDE	Hide			
UI-191	SI_ERROR_AUGMENTATION_AUGMENT	Enchantments cannot be added to enchantments.			
UI-192	SI_LINK_FORMAT_ITEM_NAME	<<t:1>>			
UI-193	SI_STAT_TOOLTIP_DIMINISHING_RETURNS	|t16:16:EsoUI/Art/Stats/diminishingReturns_icon.dds|tWhen a stat is overcharged it becomes increasingly difficult to raise it further. Consider changing your equipment, skills or attributes to distribute your stats more evenly.			
UI-194	SI_SCREENSHOT_SAVED	Screenshot saved as: <<X:1>>			
UI-195	SI_GAMEPAD_HELP_TICKET_EDIT_REQUIRED_NAME_QUEST	Quest Name			
UI-196	SI_INTERACT_PROMPT_FORMAT_PLAYER_NAME	<<1>>			
UI-197	SI_SOCIALACTIONRESULT52	The guild could not be deleted because its claimed keep could not be released.			
UI-198	SI_CUSTOMER_SERVICE_ENTER_NAME	Enter Name			
UI-199	SI_MAP_KEEP_INFO_MODE_WOOD	Wood			
UI-200	SI_GAMEPAD_GUILD_RANK_RENAME	Rename Rank			
UI-201	SI_CONFIRM_DESTROY_ITEM_PROMPT	Do you really want to destroy<<2[// $d]>> <<t:1>>? Type <<3>> to confirm.			
UI-202	SI_OPTIONS_CAMERA_LOCK_COMBAT_VALUES_GAMEPAD	Lock Combat Values			
UI-203	SI_GAMEPAD_MARKET_CONFIRM_PURCHASE_BUY_NOW_LABEL	Buy Now			
UI-204	SI_GROUP_ELECTION_NOTIFICATION_HEADER	Group Election			
UI-205	SI_INTERFACE_OPTIONS_CAMERA_FIRST_PERSON_FOV	Field of View			
UI-206	SI_CAMPAIGN_BONUSES_ENEMY_KEEP_INFO_TOOLTIP	All home keeps must be held to gain these bonuses.			
UI-207	SI_RENAME_CHARACTER_SUCCESS_HEADER	Success			
UI-208	SI_LOGINAUTHERROR8004	Your account has been suspended. Contact customer service at <<1>> for more information.			
UI-209	SI_TRADING_HOUSE_BROWSE_ITEM_TYPE_ALL_WORN_ARMOR_TYPES	All Pieces			
UI-210	SI_LORE_READER_NEXT_PAGE	Next Page			
UI-211	SI_ERROR_COLLECTIBLE_ALREADY_UNLOCKED	You've already unlocked that collectible.			
UI-212	SI_ITEMSTYLE35	Yokudan			
UI-213	SI_GUILDBANKRESULT14	You do not have permission to deposit.			
UI-214	SI_DUNGEONDIFFICULTY1	Normal			
UI-215	SI_LFG_LOCK_REASON_GROUP_FULL	Party is already full for this location.			
UI-216	SI_COLLECTIONS_INVENTORY_DIALOG_RENAME_COLLECTIBLE_TITLE	Rename			
UI-217	SI_ITEMSTYLE14	Dwemer			
UI-218	SI_SMITHING_RANK_TOO_LOW_BLACKSMITHING	Requires Metalworking <<1>>			
UI-219	SI_INTERFACE_OPTIONS_COMBAT_SCT_OUTGOING_STATUS_EFFECTS_ENABLED	Outgoing Crowd Control			
UI-220	SI_INVENTORY_ERROR_INVALID_SLOT_FOR_EQUIP	Item cannot be equipped in that slot			
UI-221	SI_ENCHANT_CONSUME	Enchanting this item will consume the enchantment.			
UI-222	SI_CHARACTER_SELECT_SLOTS	Characters: |cffffff<<1>>/<<2>>|r			
UI-223	SI_GAMEPAD_GUILD_HISTORY_SUBCATEGORY_ALL	Show All			
UI-224	SI_DERIVEDSTATS12	Parry			
UI-225	SI_CHARACTERSLIDERSUBCATEGORY8	Eyes			
UI-226	SI_CHATTEXT_MEDAL_AWARDED	You've been awarded a medal: <<1>>			
UI-227	SI_CREATE_CHARACTER_GAMEPAD_FINISH_SELECT	Select			
UI-228	SI_INTERFACE_OPTIONS_FADE_RATE_FAST	Fast			
UI-229	SI_CHAMPION_POINT_EARNED	Gained <<1[$d Champion Point/$d Champion Points]>>			
UI-230	SI_GAMEPAD_CONTACTS_FRIENDS_LIST_NO_FRIENDS_MESSAGE	No Friends			
UI-231	SI_TOOLTIP_KEEP_NOT_ACCESSIBLE	This keep is inaccessible.			
UI-232	SI_INTERFACE_OPTIONS_TOOLTIPS	Tooltips	提示	cttuiv	
UI-233	SI_GAMEPAD_WORLD_MAP_TOOLTIP_CATEGORY_DESTINATION	Destination			
UI-234	SI_SKILLTYPE7	Racial	种族	cttuiv	
UI-235	SI_CHARACTERSLIDERNAME22	Ear Tip Flare			
UI-236	SI_JUMPRESULT8	Your attempted jump failed because you are not max level or you do not have enough champion points.			
UI-237	SI_SKILL_LINE_ADDED	Skill line gained: <<1>>			
UI-238	SI_ALCHEMY_REAGENTS_TAB	Reagents			
UI-239	SI_MAIL_SEND_POSTAGE_HELP_TOOLTIP	You must pay a postage fee to send attached items. This fee is based on the value of the items and the COD price.			
UI-240	SI_BG_FLAG_DROPPED	<<1>> has been dropped by <<2>>!			
UI-241	SI_CAMERA_OPTIONS_THIRD_PERSON	Third Person			
UI-242	SI_BINDING_NAME_TOGGLE_SHOW_INGAME_GUI	UI On/Off			
UI-243	SI_GROUPLEAVEREASON0	<<1>>(<<2>>) has left the group.			
UI-244	SI_GUILDEVENTTYPE20	<<1>> edited guild's heraldry for <<2>>.			
UI-245	SI_CHARACTERCREATEERROR23	Unable to create character:\nInvalid model data.			
UI-246	SI_GLOBALERRORCODE312	Error <<1>>\nInvalid session id.			
UI-247	SI_SHADOWSCHOICE1	Low	低	cttuiv	
UI-248	SI_INTERFACE_OPTIONS_BATTLE_LEVEL_RESTRICTION	This setting may only be changed in locations that do not use Battle Levels.			
UI-249	SI_GUILD_KIOSK_BID_RATE_EXCEEDED	Bid rate exceeded.			
UI-250	SI_KEYCODED	D			
UI-251	SI_TOOLTIP_ITEM_FLAVOR_TEXT	<<1>>			
UI-252	SI_EQUIPTYPE2	Neck	颈	cttuiv	
UI-253	SI_GAMEPAD_TRADING_HOUSE_BROWSE_MIN_PRICE	Min Price			
UI-254	SI_SERVICE_TOOLTIP_NAME_CHANGE_TOKEN_HEADER	Name Change Token			
UI-255	SI_INTERFACE_OPTIONS_HIDE_TASSETS_TOOLTIP	Determines if this character will appear as though not wearing tassets to everybody.			
UI-256	SI_SOCIALACTIONRESULT36	You cannot jump to that player right now.			
UI-257	SI_GLOBALERRORCODE110	Error <<1>>\nYou are not entitled to play on this realm.			
UI-258	SI_ITEM_FORMAT_STR_TRASH	Trash			
UI-259	SI_GAMEPAD_MAIN_MENU_MARKET_CATEGORY_LABEL	Store			
UI-260	SI_CAMPAIGN_BROWSER_TOOLTIP_GROUP_MEMBERS	Group Members Assigned to this Campaign			
UI-261	SI_GROUP_ELECTION_KICK_PLAYER_PASSED	Your group members voted to kick you from the group.			
UI-262	SI_GAMEPAD_TRADE_USERNAME	<<1>>			
UI-263	SI_GAMEPAD_GUILD_LIST_MEMBERSHIP_HEADER	Membership			
UI-264	SI_NAMINGERROR5	No adjacent punctuation characters.			
UI-265	SI_AUDIO_OPTIONS_OUTPUT	Output	输出	cttuiv	
UI-266	SI_ABILITY_TOOLTIP_MARKUP_MAGIC_DAMAGE_NO_COLOR	<<1>> Magic Damage			
UI-267	SI_CAMPAIGN_SCORING_UNDERPOP_TOOLTIP	This bonus is applied when an alliance continually has significantly fewer participants than competing Alliances.			
UI-268	SI_ABILITY_TOOLTIP_GOLD_RANK	Gold Rank			
UI-269	SI_APPLY	Apply			
UI-270	SI_LORE_LIBRARY_COLLECTION_COMPLETED_LARGE	Collection Completed			
UI-271	SI_GAMEPAD_PLAYER_EMOTE_CATEGORY	Category			
UI-272	SI_LINKACCOUNT_FAILURE_MESSAGE	<<1>>			
UI-273	SI_GAMEPAD_GAMERCARD_UNAVAILABLE_DIALOG_BODY	That Gamercard is not available at the moment. Please try again later.			
UI-274	SI_COLLECTIONS_UPDATED_NOTIFICATION_MESSAGE_MORE_INFO_KEYBOARD	<<1>> has been updated with the <<2>> collectible. Click the <<X:3>> to the right learn more about it.			
UI-275	SI_ABILITY_TOOLTIP_NO_DURATION	No Duration			
UI-276	SI_CROWN_STORE_SEARCH_FORMAT_STRING	<<1>>			
UI-277	SI_COLLECTIBLE_ACTION_SET_ACTIVE	Set Active			
UI-278	SI_AUDIOSPEAKERCONFIGURATIONS6	5.0			
UI-279	SI_CHAT_MESSAGE_USER	<<1>> <<2>>: <<X:3>>			
UI-280	SI_ACTIVECOMBATTIPSETTING1	Automatic			
UI-281	SI_ERROR_ACTION_BUTTON_IS_LOCKED	That action button cannot be moved.			
UI-282	SI_TRADING_HOUSE_BROWSE_PRICE_RANGE_LABEL	Price Range:			
UI-283	SI_KEYBOARD_LINKACCOUNT_CROWN_LOSS_WARNING	If you have any unused Crowns on your Elder Scrolls Online account, you will permanently lose them once you link accounts.			
UI-284	SI_ITEM_FORMAT_STR_SET_NO_COUNT_PROPERTY_BONUS_INACTIVE_PERCENT	Adds <<1>>% <<2>>			
UI-285	SI_MAIL_READ_EXPIRES_LESS_THAN_ONE_DAY	< 1 day			
UI-286	SI_CHARACTERSLIDERNAME13	Chin Height			
UI-287	SI_GLOBALERRORCODE329	Error <<1>>\nUnable to connect to server.			
UI-288	SI_ACTIVITYQUEUERESULT3	Your group is too large.			
UI-289	SI_TOOLTIP_KEEP_UPGRADE_LEVEL	Level <<1>>			
UI-290	SI_ACTIONRESULT3400	No weapons to swap to.			
UI-291	SI_STABLE_INTRUCTIONS	Each day you can upgrade a riding skill for |cffffff<<X:1>>|r|t16:16:EsoUI/Art/currency/currency_gold.dds|t.			
UI-292	SI_RECENT_BATTLE_ALDMERI_VS_EBONHEART_SMALL	Recent Ebonheart vs. Aldmeri Conflict |c7fa4c5(Small)|r			
UI-293	SI_TRADINGHOUSERESULT23	You cannot sell stolen items to other players.			
UI-294	SI_SIEGETYPE0	None			
UI-295	SI_JOURNAL_PROGRESS_CATEGORY_GENERAL	General			
UI-296	SI_KEYCODEGAMEPAD_BUTTON_3	Gamepad Button 3			
